Text,Language
"பணம் ஆனால் உங்களிடம் போதுமான பணம் இருப்பதாக வங்கிக்கு நிரூபிக்காவிட்டால் அந்த வங்கிக் கடனைப் பெற மாட்டீர்கள், எனவே அடுத்த முறை நீங்கள் ஒரு தந்திரமான சூழ்நிலையில் சிக்கியிருப்பதை நினைவில் கொள்க.",Tamil
கேட்ச் -22 என்ற வார்த்தையைப் பயன்படுத்த.,Tamil
கேட்ச் -22 க்கு பதிலாக நீங்கள் பயன்படுத்தக்கூடிய பிற சொற்கள் முரண்பாடு அல்லது குழப்பமான ஸ்மார்ட் சொல்.,Tamil
மூன்றாம் எண் suave suave suave என்றால் கண்ணியமான குளிர்ச்சியாக இருக்க அதிநவீனமாக இருக்க வேண்டும்.,Tamil
"சுவேவ் என்ற சொல் பலவிதமான தோற்றங்களைக் கொண்டுள்ளது, ஆனால் இந்த வார்த்தையின் ஒரு சுவாரஸ்யமான தோற்றம் இனிமையான அல்லது இனிமையான ருசிக்கும் உதாரணம் என்று பொருள்.",Tamil
"அவர் மிகவும் தயாராக இருக்கிறார், குறிப்பாக பெண்கள் அல்லது பராக் ஒபாமாவுக்கு முன்னால் மிகவும் மென்மையாகவும் மெருகூட்டப்பட்டவராகவும் இருக்கிறார், இப்போது நீங்கள் அடுத்த முறை ஒரு விருந்தில் இருக்கும்போது நினைவில் கொள்ளுங்கள், இந்த நபரை நீங்கள் பார்க்கிறீர்கள்.",Tamil
நல்ல நடத்தை மற்றும் கலாச்சார மற்றும் அதிநவீன.,Tamil
இந்த வார்த்தையைப் பயன்படுத்தி மூலையில் அங்கேயே இருக்கும் அந்த ஆடம்பரமான பையன் யார் என்று சொல்ல மறக்காதீர்கள் உடனடியாக உங்கள் சொற்களஞ்சியத்தை உருவாக்கும்.,Tamil
"மிகவும் மென்மையானது, ஸ்மார்ட் சொல் எண் நான்கு கொடூரமான கொடூரமானது, கொடூரமான சொல் என்பது மிகவும் மோசமான கொடூரமான கொடூரமான பயங்கரமான தாக்குதல் அட்டூழியம் என்று அழைக்கப்படும் ஒரு லத்தீன் வேர் உள்ளது .இது கொடுமை என்ற வார்த்தையின் கொடூரமான அல்லது பயங்கரமான சில எடுத்துக்காட்டுகள் கொடூரமான வார்த்தையின் சில எடுத்துக்காட்டுகள் டெல்லியில் சமீபத்திய கற்பழிப்பு சம்பவங்கள் கொடூரமானவை அல்லது கைதிகள் சிகிச்சை பெறுகிறார்கள்.",Tamil
"சில நேரங்களில் சிறைச்சாலைகளில் கொடூரமான முறையில் சில பொதுவான தவறான செயல்களைப் பற்றி பேச அன்றாட வாழ்க்கையிலும் பயன்படுத்தப்படுகிறது, அதை நீங்கள் பெரிதுபடுத்த விரும்புகிறீர்கள்.",Tamil
உதாரணமாக அவரது அட்டவணை பழக்கவழக்கங்கள் கொடூரமானவை அல்லது அவளுடைய ஆடை உணர்வு மிகவும் கொடூரமானது அல்லது அவரது இலக்கணம் கொடூரமானது.,Tamil
எனவே அடுத்த முறை செய்திகளில் ஒரு கொடூரமான செயலை நீங்கள் கேட்கும்போது நினைவில் கொள்ளுங்கள்.,Tamil
"ஸ்மார்ட் சொல் எண் 5 பிரமாதமானது, பிரமாதமானது, பிரமாதமானது, ஆச்சரியமான ஆச்சரியம் என்று பொருள்.",Tamil
"இப்போது நாம் இங்கே அற்புதமான வார்த்தையை அடிக்கடி பயன்படுத்துகிறோம் ' உதாரணமாக அற்புதமான அற்புதமான இடத்தில் நீங்கள் பயன்படுத்தக்கூடிய மற்றொரு சொல் இன்று எனது சோதனையில் ஒரு மகத்தான மதிப்பெண் பெற்றேன், அதாவது எனக்கு மிக அதிக மதிப்பெண் கிடைத்தது அல்லது.",Tamil
"எனக்கு மிகச்சிறந்த மதிப்பெண் கிடைத்தது, ஸ்டுபண்டஸ் என்ற சொல்லுக்கு கிளாசிக்கல் லத்தீன் வேர்கள் உள்ளன.",Tamil
"திகைத்துப் போவது மிகவும் பிரமாதமான ஒன்றை விவரிக்கப் பயன்படுகிறது, உதாரணமாக அவள் அந்த உடையில் பிரமாதமாக இருக்கிறாள் அல்லது இந்த பால்கனியில் இருந்து என்ன ஒரு அற்புதமான பார்வை அல்லது நான் இந்த பிரமாதமான புத்தகத்தைப் படித்துக்கொண்டிருக்கிறேன், நீங்கள் எப்படிப் போகிறீர்கள் என்று கீழே வைக்க முடியாது சொல்லுங்கள்.",Tamil
"மாணவர்களுக்கான இந்த அருமையான சேனலான உங்கள் நண்பர்கள் மற்றும் பிரமாதத்திற்கு பதிலாக நீங்கள் பயன்படுத்தக்கூடிய வேறு சில சொற்கள் நம்பமுடியாத அருமையானவை அல்லது விதிவிலக்காக நல்லவை, எனவே இந்த வீடியோவில் சீரான ஐந்து சொற்களைத் தொடர்வதற்கு முன்பு இந்த வீடியோவின் கீழ் ஒரு கருத்தை வைக்க நினைவில் கொள்க.",Tamil
"இந்த பத்து சொற்களில் எது உங்களுக்கு பிடித்த ஸ்மார்ட் சொல் எண் ஆறு என்பது ஒரு பிழைத்திருத்தத்தில் உள்ளது என்பதைச் சொல்வது ஒரு சிக்கலான சூழ்நிலையில் இருக்க வேண்டும் என்பதற்கு உதாரணம் சிறுவன் நான் ஒரு பிழைத்திருத்தத்தில் இருக்கிறேன், ஏனென்றால் இதற்காக நான் இரண்டு வெவ்வேறு நண்பர்களுடன் திட்டங்களைச் செய்துள்ளேன் சாயங்காலம்.",Tamil
"நான் எனது தொலைபேசியை இழந்துவிட்டேன், நான் ஒரு பிழைத்திருத்தத்தில் இருக்கிறேன் அல்லது இன்று காலை எங்கள் பஸ் உடைந்துவிட்டது, நான் ஒரு பிழைத்திருத்தத்தில் இருக்கிறேன், எனது நண்பர் எப்போதுமே ஒரு பிழைத்திருத்தத்தில் இருக்கும்போது உதவிக்காக என்னிடம் திரும்புவார், போகும் போது அவர் மறந்துவிடுவார்.",Tamil
"அடுத்த முறை நீங்கள் பள்ளியிலிருந்து கணித வீட்டுப்பாடம் பெறும்போது, ​​உங்கள் கணித புத்தகத்தை பள்ளியில் விட்டுவிட்டால், நீங்கள் ஒரு உண்மையான தீர்வில் இருப்பதாக உங்கள் நண்பர்களிடம் சொல்லலாம், இப்போது சொல் பிழைத்திருத்தத்திற்கு ஏதாவது செய்ய வேண்டும் என்று நீங்கள் நினைக்கலாம் எதையாவது சரிசெய்தல்.",Tamil
"ஆனால் ஒரு பிழைத்திருத்தத்தில் ஒரு சிக்கலான சூழ்நிலையில் இருப்பதைக் குறிக்கிறீர்கள், ஒரு பிழைத்திருத்தத்திற்குப் பதிலாக நீங்கள் பயன்படுத்தக்கூடிய பிற சொற்கள் நான் ஒரு சூப்பில் இருக்கிறேன் அல்லது நான் ' நான் ஒரு குழப்பத்தில் இருக்கிறேன் அல்லது நான் தொந்தரவு செய்யும் இடத்தில் இருக்கிறேன் அல்லது நான் ஒரு இடத்தில் இருக்கிறேன் ஸ்மார்ட் சொல் எண் 7 என்பது ஃப்ளூமொக்ஸ் ஃப்ளூமொக்ஸ் என்பது ஒருவரை குழப்புவது.",Tamil
"இப்போது என்ன செய்ய வேண்டும் என்பதை அவர்கள் மறந்துவிடுகிறார்கள், அதற்கு பதிலாக நீங்கள் ஏன் ஃப்ளூமாக்ஸைப் பயன்படுத்தக்கூடாது என்பதற்குப் பதிலாக சிறுவன் முழுவதுமாகப் பார்த்தான் .அவள் வகுப்பில் ஒரு கேள்வியைக் கேட்டபோது அல்லது நாய் புளூமாக்ஸாக இருந்தபோது கண்ணாடியில் தனது சொந்த பிரதிபலிப்பில் அல்லது சுற்றுலாப் பயணி வெவ்வேறு பழக்கவழக்கங்களால் புளகாங்கிதம் அடைந்தார்.",Tamil
"அவர் தனது பயணத்தின்போது அல்லது ஒரு நேர்காணலில் நாங்கள் ஏன் உங்களை வேலைக்கு அமர்த்த வேண்டும் என்று கேட்டபோது அவர் முற்றிலும் புழுக்கமாகப் பார்த்தார், எனவே அடுத்த முறை ஒரு தேர்வில் ஏதேனும் கேள்விகளில் நீங்கள் குழப்பமடைந்தால் நீங்கள்.",Tamil
"நான் எப்போதும் இல்லை என்று எப்போதும் சொல்ல முடியும் பரீட்சைக்கு நான் நன்றாகத் தயாரித்தேன், சில கேள்விகளால் நான் புளூமாக்ஸிற்குப் பதிலாக பயன்படுத்தக்கூடிய பிற சொற்கள் குழப்பமான அல்லது குழப்பமான ஸ்மார்ட் சொல் எண் எட்டு என்பது ரெண்டெஸ்வஸ் ரெண்டெஸ்வஸ் ரெண்டெஸ்வஸ்.",Tamil
"சந்திப்பு அல்லது தேதி என்று சொல்வது மிகவும் பிரஞ்சு வழி, எடுத்துக்காட்டாக, சனிக்கிழமையன்று மதிய உணவுக்கு மேல் எனது நண்பர்களுடன் சந்திப்பேன் அல்லது எனது நண்பர்களுடன் மாலில் சந்திக்க திட்டமிட்டுள்ளேன் திரைப்படங்கள் ரெண்டெஸ்வஸ் ஒரு பெயர்ச்சொல்லாக அல்லது வினைச்சொல்லாக பயன்படுத்தப்படலாம் உதாரணத்திற்கு.",Tamil
நான் இன்று மாலை எனது நண்பர்களுடன் ஒரு சந்திப்பு வைத்திருக்கிறேன் அல்லது நாளை எனது நண்பர்களுடன் சந்திக்கப் போகிறேன்.,Tamil
"படையினருக்கான சந்திப்பு இடத்தைக் குறிக்க இராணுவத்தால் முந்தைய சந்திப்பு பயன்படுத்தப்பட்டது, இப்போது ரெண்டெஸ்வஸ் என்ற வார்த்தையைப் பற்றி சற்று உற்சாகமான மற்றும் ரகசியமான ஒன்று இருக்கிறது, எனவே இப்போது நீங்கள் எந்த சந்திப்பிற்கும் சந்திப்பைப் பயன்படுத்தலாம்.",Tamil
"பொதுவாக ஆனால் அது வென்றது ' ஒரு உத்தியோகபூர்வ சந்திப்புக்கு இது மிகவும் பொருத்தமானதாக இருக்க வேண்டும், எனவே உங்களிடம் ஒரு தேதி இருந்தால், நீங்கள் நிச்சயமாக ஒரு ரெண்டெஸ்வஸ் ஸ்மார்ட் சொல் எண் 9 என்பது முழுமையானது, அபத்தமானது, நீங்கள் ஒருவரை ஊமை அல்லது புரியாத ஒருவரை அழைக்க முயற்சிக்கும்போது அதைப் பயன்படுத்துவீர்கள்.",Tamil
"அல்லது மங்கலான அறிவுள்ள நீங்கள் இப்போது வடிவியல் obtuse கோணத்திலும் கடுமையான கோணத்திலும் obtuse என்ற வார்த்தையை கேள்விப்பட்டிருக்கிறீர்கள், எனவே ஒரு obtuse கோணம் 90 டிகிரிக்கு மேல் ஆனால் 180 டிகிரிக்கு குறைவாக இருக்கும்.",Tamil
"ஒரு கூர்மையான கோணம் 90 டிகிரிக்குக் குறைவான இந்த கூர்மையான கோணமாகும், எனவே ஒரு சொல் கூர்மையைக் குறிக்கப் பயன்படுகிறது, எனவே மனரீதியாகக் கூர்மையானது மற்றும் அபத்தமானது அப்பட்டமானதைக் குறிக்கிறது .அதனால் மனதில் சற்று மெதுவாக இருப்பதால் உதாரணம் கொண்ட வாக்கியங்கள் மனிதன் அவர் தனது கடவுச்சொல்லை ஒரு போலி அழைப்பாளருக்கோ அல்லது பரபரப்பான குழந்தைக்கோ கொடுத்தார்.",Tamil
முடியவில்லை.,Tamil
"சோதனையில் ஒரு கேள்விக்கு பதிலளிக்க அல்லது அப்பட்டமான மனிதனுக்கு அடிப்படை வழிமுறைகளைப் புரிந்துகொள்வதில் சிரமமாக இருந்தது, இப்போது அன்றாட வாழ்க்கையில் உங்கள் சூழ்நிலையில் உங்கள் காதலன் அல்லது உங்கள் காதலி உங்களிடம் கோபமாக இருக்கிறார், ஏன் உங்களால் முடியும் என்று உங்களுக்குத் தெரியாது.",Tamil
"அவர்களிடம் சொல்லுங்கள், நான் கடுமையாக இருக்கிறேன், ஆனால் நீங்கள் ஏன் மிகவும் வருத்தப்படுகிறீர்கள் என்று எனக்குத் தெரியவில்லை ஸ்மார்ட் சொல் எண் 10 மந்தமான மந்தமான மந்தமான வழிமுறையாகும், இது மெதுவான வேகத்தில் மெதுவாக செல்ல வேண்டும்.",Tamil
வழக்கத்தை விட சற்று சோர்வாகவும் குறைவாகவும் இருப்பது.,Tamil
"ஆற்றல் எடுத்துக்காட்டில் ஒரு மதிய உணவு மதிய வேளையில் என்னை மிகவும் மந்தமாக்குகிறது, அதாவது மெதுவான நபர் மற்றும் ஸ்லக் என்பது ஒரு நத்தை எடுத்துக்காட்டுகளைப் போல மிக மெதுவாக நகரும் ஒரு விலங்கு.",Tamil
இந்த ஆண்டு பொருளாதாரம் மிகவும் மந்தமாக உள்ளது அல்லது மந்தமான தொடக்கத்திற்குப் பிறகு போட்டி எடுக்கப்பட்டது.,Tamil
"அல்லது இந்த காலாண்டில் வர்த்தகம் மந்தமாகிவிட்டது, நீங்கள் ஒரு நாள் மிகவும் சோர்வாக உணர்ந்தால் அதை உங்கள் அன்றாட வாழ்க்கையில் பயன்படுத்தலாம், ஒரு நாள் உங்கள் அம்மாவிடம் சொல்லலாம் அல்லது நீங்கள் சொல்லலாம்.",Tamil
உங்கள் நண்பர்கள் நான் மிகவும் மந்தமாக உணர்கிறேன்.,Tamil
"இன்று நான் ஒரு ஆற்றல் பானத்துடன் செய்ய முடியும், மந்தமான இடத்தில் நீங்கள் பயன்படுத்தக்கூடிய பிற சொற்கள் சோம்பலாகவோ அல்லது என் கால்களை இழுப்பதாகவோ இருக்கலாம், எனவே அவை 10 ஸ்மார்ட் சொற்கள் மற்றும் அதற்கு முந்தையவை.",Tamil
மிகவும் சரளமாக ஒலிக்க அந்த ரகசிய உதவிக்குறிப்பை நான் உங்களுக்கு தருகிறேன்.,Tamil
"ஒரு தொலைபேசி அழைப்பில் பயன்படுத்த ஸ்மார்ட் சொற்களை நீங்கள் தேடுகிறீர்கள் என்றால், நான் ஒரு வீடியோவுக்கு இணைப்பை வைக்கிறேன்.",Tamil
"அதற்கான விளக்க பெட்டியில் கீழே, இப்போது ரகசிய முனை சரளமாக ஒலிக்க ரகசிய முனை என்பது சில நேரங்களில் எனக்குத் தெரிந்த ஒன்றுக்கு மேற்பட்ட ஸ்மார்ட் சொல் அல்லது வாக்கியத்தைப் பயன்படுத்தக்கூடாது.",Tamil
நாங்கள் மிகவும் உற்சாகமாக இருக்கிறோம்.,Tamil
"நாங்கள் ' இந்த ஸ்மார்ட் சொற்களை நாங்கள் நிறைய கற்றுக்கொண்டோம், அவற்றில் இரண்டு மூன்று நான்கு ஐ ஒரு வாக்கியத்தில் இயல்பாக ஒலிக்கிறோம்.",Tamil
எனவே ஒரு நேரத்தில் நீங்கள் உச்சரிக்கிறீர்கள் என்பதை உறுதிப்படுத்திக் கொள்ளுங்கள்.,Tamil
சரியான முறையில் சொல் google க்குச் சென்று வார்த்தையைத் தட்டச்சு செய்து மேலே தேடலில் நீங்கள் ஒரு சிறிய ஸ்பீக்கர் ஐகானைக் காண்பீர்கள்.,Tamil
ஒருமுறை அல்லது இரண்டு முறை உச்சரிப்பைக் கேட்கவும்.,Tamil
"நீங்கள் செல்லத் தயாராக உள்ளீர்கள், இந்த வீடியோ உங்களுக்கு பிடித்திருந்தால், எங்களுக்கு ஒரு கருத்தைத் தெரிவிக்க மறக்காதீர்கள்.",Tamil
இந்த 10 வார்த்தைகளில் எது உங்களுக்கு பிடித்தது மற்றும் என்னவென்று என்னிடம் கூறுகிறது.,Tamil
"நீங்கள் ஏற்கனவே சந்தா பொத்தானை அழுத்தவும், அதற்கு அடுத்ததாக உள்ள பெல் ஐகானையும் அழுத்திப் பார்த்தால்.",Tamil
ஏய் தோழர்களே இந்த வீடியோவில் எனது சேனலுக்கு வருக.,Tamil
உங்கள் அன்றாட வாழ்க்கையில் நீங்கள் பயன்படுத்தக்கூடிய முதல் 50 ஆங்கில சொற்றொடர்களை நான் உங்களுக்கு வழங்கப்போகிறேன்.,Tamil
எனவே நீங்கள் உங்கள் பயணத்தைத் தொடங்கப் போகிறீர்கள் என்றால்.,Tamil
"ஆங்கிலம் பேசும் நாட்டிற்கு, இதை நீங்கள் முற்றிலும் பயன்படுத்தலாம்.",Tamil
"சொற்றொடர்கள் நீங்கள் சிறிது நேரம் ஆங்கிலம் கற்றுக் கொண்டிருந்தால், நீங்கள் மீண்டும் கற்றலைத் தொடங்க விரும்பினால்.",Tamil
"தொடங்குவதற்கு இது சிறந்த வீடியோ, எனவே ஆங்கிலத்தில் 50 சொற்றொடர்களை 10 நிமிடங்களில் செல்லலாம்.",Tamil
சொற்றொடர் எண் ஒன்று இது கேட்க மற்றொரு வழி.,Tamil
நீங்கள் எப்படி இருக்கிறீர்கள்?,Tamil
அது எப்படி நடக்கிறது?,Tamil
அது எப்படி நடக்கிறது?,Tamil
"எனவே நீங்கள் ஒருவரைச் சந்திக்கிறீர்கள், அது எப்படிப் போகிறது?",Tamil
"சொற்றொடர் எண் இரண்டு நீங்கள் யாரையாவது சிறிது நேரம் பார்க்காதபோது நீங்கள் அவரை நீண்ட நேரம் பார்க்க வேண்டாம் என்று சொல்லுங்கள், இதன் பொருள் நீங்கள் இந்த நபரை வாரங்கள் அல்லது மாதங்கள் நீண்ட காலமாக பார்த்ததில்லை என்று அர்த்தம்.",Tamil
மூன்று நீங்கள் என்ன செய்து கொண்டிருக்கிறீர்கள் என்று கேட்க விரும்பினால்.,Tamil
உங்கள் வாழ்க்கையில் என்ன நடக்கிறது என்று நீங்கள் கேட்கிறீர்களா?,Tamil
எல்லாம் போகிறதென்றால் அவற்றை வளர்ப்பதற்கு முன்பு நீங்கள் என்ன செய்தீர்கள்?,Tamil
எல்லாவற்றையும் நீங்கள் உண்மையிலேயே புகார் செய்ய முடியாது.,Tamil
"அடுத்த சொற்றொடரை யாராவது உங்களுக்குச் சொல்கிறார்கள், நீங்கள் ஒரு புதிய வேலை இருப்பதாக எப்படியாவது யூகிக்கிறீர்கள் என நீங்கள் அதை உரையாடலில் குறிப்பிடவில்லை, நீங்கள் அவரிடம் கேட்கிறீர்கள்.",Tamil
உங்களுக்கு எப்படி தெரியும்?.,Tamil
நீங்கள் எப்படி இருக்கிறீர்கள் போன்ற செய்தி எங்கிருந்து வந்தது.,Tamil
யாராவது ஒரு நல்ல நகைச்சுவையைச் சொன்னால் அது ஒரு நல்ல விஷயம் என்று நீங்கள் கூறலாம்.,Tamil
"இது ஒரு சிறந்த நகைச்சுவை, எனவே சொற்றொடர் இது ஒரு நல்ல விஷயம்.",Tamil
"நீங்கள் ஒருவருக்கு நன்றி சொல்ல விரும்பினால், அது மிகவும் வகையானது என்று நீங்கள் கூறலாம், அதைச் செய்ததற்கு மிக்க நன்றி, அது உங்களுக்கு மிகவும் வகையானது, யாராவது இருந்தால் அது உங்களுக்கு மிகவும் வகையானது.",Tamil
"உங்களுக்கு உதவ முயற்சித்தது, ஆனால் நீங்கள் சொல்லக்கூடிய முடிவை அடைய முடியவில்லை.",Tamil
"நன்றி எப்படியிருந்தாலும் பரவாயில்லை, ஆனால் எப்படியும் நன்றி.",Tamil
உங்கள் முயற்சிக்கு நன்றி.,Tamil
"எப்படியும் நன்றி இல்லை, நான் ஒரு நபரிடம் கேட்காதபோது சில நேரங்களில் எனது மின்னஞ்சலில் நான் பயன்படுத்தும் மற்றொரு சொற்றொடர்.",Tamil
"நான் கேட்கிறேன், பின்னர் நான் சொல்கிறேன்.",Tamil
"முன்கூட்டியே நன்றி, அதாவது நீங்கள் போகிறீர்கள் என்று நான் நம்புகிறேன்.",Tamil
முன்கூட்டியே உங்களுக்கு நன்றி சொல்லுங்கள்.,Tamil
"யாராவது தவறு செய்திருந்தால் முன்கூட்டியே நன்றி, அவர் அதைப் பற்றி மிகவும் வருத்தப்படுகிறார்.",Tamil
நீங்கள் எந்த கவலையும் இல்லை என்று சொல்லலாம்.,Tamil
"எந்த கவலையும் கவலைப்பட வேண்டாம், அதாவது அதைப் பற்றி கவலைப்பட வேண்டாம்.",Tamil
இது நல்லது.,Tamil
"நீங்கள் வீட்டிற்கு வந்தீர்கள் என்று எந்த கவலையும் இல்லை, உங்கள் நண்பர்கள் அனைவரும் உங்கள் படுக்கையில் அமர்ந்திருக்கிறார்கள்.",Tamil
நீங்கள் இங்கே என்ன செய்கிறீர்கள் என்பது போல இங்கே என்ன நடக்கிறது?,Tamil
நீங்கள் எதையாவது பிடிக்கவில்லை என்றால் என்ன நடக்கிறது அல்லது நீங்கள் எப்போதும் கேட்கக்கூடிய நபருக்கு இது புரியவில்லை என்றால் நான் உன்னை சரியாகப் பெற்றேன்?,Tamil
"பின்னர் மேலே சென்று நீங்கள் எங்கிருந்து வந்தீர்கள் என்பதை விளக்குங்கள், நான் உன்னை சரியாகப் பெற்றேன்?",Tamil
"அழாதபடி வருத்தப்பட வேண்டாம் என்று நீங்கள் யாரையாவது கேட்டால், அதை மனதில் கொள்ள வேண்டாம் என்று சொல்லலாம்.",Tamil
"தீவிரமாக கவலைப்படாதீர்கள், அதை இதயத்திற்கு எடுத்துக் கொள்ளாதீர்கள்.",Tamil
"ஒரு சொற்றொடரின் ஒரு பகுதியை நீங்கள் பிடிக்கவில்லையா என்று கேட்க மற்றொரு வழி, கடைசி வார்த்தையை நான் பிடிக்கவில்லை என்று நீங்கள் கூறலாம்.",Tamil
என்னை மன்னிக்கவும்.,Tamil
யாராவது முழு சொற்றொடரையும் மீண்டும் மீண்டும் செய்ய விரும்பினால் கடைசி வார்த்தையை நான் பிடிக்கவில்லை என்பதால் நீங்கள் அதை மீண்டும் செய்ய முடியுமா?,Tamil
நீங்கள் மன்னிக்கவும் சொல்லலாம்.,Tamil
நீங்கள் பிஸியாக இருந்ததால் நான் கேட்கவில்லை.,Tamil
"ஒருவேளை நீங்கள் தொலைபேசியில் பேசிக்கொண்டிருக்கலாம், யாரோ உங்களுடன் பேசிக்கொண்டிருக்கலாம், நீங்கள் அப்படி இருக்கிறீர்கள்.",Tamil
கடவுளே.,Tamil
மன்னிக்கவும் நான் கேட்கவில்லை.,Tamil
நீங்கள் அதை மீண்டும் செய்ய முடியுமா?,Tamil
என்னை மன்னிக்கவும்.,Tamil
நான் எப்போதும் பயன்படுத்தும் மற்றொரு சொற்றொடரை நான் கேட்கவில்லை.,Tamil
உங்கள் காபியை என் மேல் விட்டால் கவலைப்பட வேண்டாம் என்பது ஒரு பொருட்டல்ல.,Tamil
அது ஒரு பொருட்டல்ல.,Tamil
நான் நலமாக இருப்பேன்.,Tamil
நான்' நான் எப்படியும் சலவை செய்யப் போகிறேன்.,Tamil
நீங்கள் யாராவது அதிர்ஷ்டம் விரும்பினால் பரவாயில்லை.,Tamil
"நான் எப்போதும் செய்கிறேன், நீங்கள் விரல்களைக் கடந்துவிட்டீர்கள் என்று சொல்லலாம், நீங்கள் விரல்களைக் கடக்கிறீர்கள்.",Tamil
விரல்கள் தாண்டின.,Tamil
"அமெரிக்கர்கள் பயன்படுத்தும் மற்றொரு சொற்றொடர் ஓ மோசமானது, அதை விளக்குகிறது.",Tamil
"நிலைமை என்னவென்றால் நீங்கள் எதையாவது பெறவில்லை, பின்னர் நீங்கள் கூடுதல் விளைவைப் பெறுவீர்கள், நீங்கள் அதைப் பெறுவீர்கள்.",Tamil
"நீங்கள் ஓ போன்றவர், அதை விளக்கும் அதை விளக்குகிறது.",Tamil
"வருத்தப்பட வேண்டாம் என்று நபரிடம் சொல்வதற்கான மற்றொரு வழி என்னவென்றால், அது சரியில்லை என்று நீங்கள் சொல்லலாம்.",Tamil
நீங்கள் அவருடன் பேச விரும்பும் ஒரு நபரின் பெயர் உங்களிடம் இல்லையென்றால் விஷயங்கள் வருத்தப்பட வேண்டாம்.,Tamil
நீங்கள் தொந்தரவு செய்ய மன்னிக்கவும் நீங்கள் பார்க்கிறீர்கள் என்று உங்களுக்குத் தெரியும்.,Tamil
"யாரோ பிஸியாக இருப்பதால் உங்களை தொந்தரவு செய்ய எப்போதும் மன்னிக்கவும், பின்னர் நீங்கள் மேலே சென்று கேட்கலாம்.",Tamil
உங்களை தொந்தரவு செய்ததற்கு மன்னிக்கவும்.,Tamil
"நீங்கள் யாரோ ஒருவருக்கு நடுவில் இருந்தால் ' நீங்கள் எதையாவது கேட்கலாம், நீங்கள் ஏதோ நடுவில் இருக்கிறீர்கள், யாரோ ஒருவர் நீங்கள் சொல்வதைச் செய்யும்படி யாரோ கேட்கிறார்கள், நான் வருந்துகிறேன்.",Tamil
"ஒரு நிமிடத்தில் நான் உங்களுடன் இருப்பேன், நான் உங்களுடன் இருப்பேன், பிறகு நீங்கள் ஏதாவது செய்வதைத் தொடங்குங்கள், நாங்கள் எங்கிருந்தோம் என்று நீங்கள் கூறுகிறீர்கள்.",Tamil
"நாங்கள் எப்போது இருந்தோம் என்பதை நாங்கள் எப்போது நிறுத்தினோம், நீங்கள் அதை மீண்டும் செய்ய வேண்டும், ஏனென்றால் இது யாரோ ஒருவர் தவறு செய்யும் ஒலி.",Tamil
எனவே நீங்கள் உரையாடலின் நடுவில் இருந்தால் நாங்கள் மீண்டும் எங்கிருந்தோம் என்பதைப் பயிற்சி செய்வதற்கான சிறந்த வழியாகும்.,Tamil
"மற்றவர் என்ன சொல்கிறாரோ அதை நீங்கள் பெறவில்லை, நீங்கள் சொல்வதாகவும் கேள்விக்குறியுடன் இருப்பதாகவும் கூறலாம்.",Tamil
"இதன் பொருள், அந்த நபரை மீண்டும் மீண்டும் செய்யத் தூண்டுகிறது?",Tamil
நீங்கள் சொல்லிக் கொண்டிருந்தீர்கள்.,Tamil
யாரோ ஒருவர் தனது கனவுகளின் வேலை கிடைத்தால் நீங்கள் அதிர்ஷ்டசாலி என்று சொல்லலாம் அல்லது யாரோ ஒருவர் அதிர்ஷ்டம் போன்ற அவர்களின் கனவுகளின் பல்கலைக்கழகத்தில் இறங்கினீர்கள் இது உங்களுக்கு அதிர்ஷ்டசாலி என்று வாழ்த்துவதற்கான ஒரு வழியாகும் அல்லது அவர் அதிர்ஷ்டசாலி என்று வலியுறுத்துவதைப் போன்றது.,Tamil
நீங்கள் மிகவும் கோபமாக இருப்பது நான் மிகவும் கோபமாக இருந்ததைப் போல நான் வெளியேறினேன் என்று சொல்வது .இது மிகவும் கோபமாக இருக்கிறது.,Tamil
"ஓ, இது கிட்டத்தட்ட பைத்தியம் போன்றது.",Tamil
"சொந்த பேச்சாளர்கள் பயன்படுத்துவது உங்களுக்கு நல்லது என்று நான் மற்றொரு சொற்றொடரை வெளிப்படுத்தினேன், நான் பதவி உயர்வு பெற்றேன் என்று நீங்கள் கூறும்போது இது நேர்மறை மற்றும் எதிர்மறையாக இருக்கலாம், மேலும் அவர்கள் உங்களுக்கு நல்லது என்று சொன்னால் வாழ்த்துக்கள் மற்றும் சில சமயங்களில் நான் இந்த இடத்தை விட்டு வெளியேறுகிறேன் என்று சொன்னால்.",Tamil
"அவை உங்களுக்கு நல்லது போல இருக்கும், அது நீங்கள் இல்லாமல் நன்றாக இருக்கும், இது ஒரு எதிர்மறை அர்த்தமாகும், எனவே உண்மையில் உள்ளுணர்வைக் கேளுங்கள்.",Tamil
"ஏதேனும் உங்களுக்கு ஆச்சரியமாக இருந்தால், ஓ கடவுளே போல என்னை விளையாடுகிறீர்கள் என்று சொல்லலாம்.",Tamil
"யாரையாவது புன்னகைக்கச் சொல்லவும், மகிழ்ச்சியாக இருக்கவும் நீங்கள் என்னை விளையாடுகிறீர்கள் என்று என்னால் நம்ப முடியவில்லை, நீங்கள் எப்போதும் உற்சாகப்படுத்துங்கள் என்று சொல்லலாம்.",Tamil
"நீங்கள் யாராவது அழுவதைப் போலவும், நடக்காத ஒன்றைப் பற்றி புகார் செய்வதாகவும் விரும்பினால், நீங்கள் வாருங்கள் என்று சொல்லலாம், நான் அதை செய்ய முடியும்?",Tamil
வா.,Tamil
