Text,Language
lad mig tænke et øjeblik.,Danish
beder om gentagelse.,Danish
undskyld mig?,Danish
"undskyld, det fangede jeg ikke.",Danish
har du noget imod at gentage det?,Danish
"kan du tale lidt langsommere, Vær venlig?",Danish
"siger ""jeg ved det ikke"".",Danish
"Jeg er bange for, at jeg ikke har nogen idé.",Danish
"kan ikke hjælpe dig der, undskyld.",Danish
slår mig.,Danish
meninger.,Danish
hvad mener du om det?,Danish
hvad er dit syn på dette?,Danish
det synes jeg er en god idé.,Danish
"Jeg tror ærligt talt ikke, at det kommer til at fungere.",Danish
"så vidt jeg er bekymret for, er dette den bedste restaurant i byen.",Danish
undgår et spørgsmål.,Danish
Jeg har ikke en mening om sagen.,Danish
lad mig komme tilbage til dig om det.,Danish
jeg har ikke frihed til at sige.,Danish
enig og uenig.,Danish
Jeg kunne ikke være mere enig.,Danish
du har helt ret.,Danish
Jeg er enig med dig 100%.,Danish
du rammer neglen på hovedet.,Danish
"Jeg er ikke sikker på, at jeg er enig.",Danish
"Jeg er bange for, at jeg er uenig.",Danish
"Jeg tror, ​​du tager fejl.",Danish
afbryder høfligt.,Danish
undskyld at afbryde dig.,Danish
kan jeg stoppe dig der et øjeblik?,Danish
"har du noget imod det, hvis jeg springer herinde?",Danish
Fortsæt.,Danish
gå videre.,Danish
lad mig afslutte.,Danish
hold et øjeblik.,Danish
forslag.,Danish
"hvad siger du, vi går i biografen?",Danish
hvad med at have pizza til middag i aften?,Danish
det ville være rart.,Danish
lyder godt for mig.,Danish
det er jeg ikke sikker på.,Danish
"nej, det tror jeg ikke.",Danish
laver planer.,Danish
hvad laver du i aften?,Danish
har du planer om i morgen?,Danish
er du fri næste lørdag?,Danish
vil du gøre noget i weekenden?,Danish
"sikkert, hvad har du i tankerne?",Danish
"jeg er fri hele weekenden, lad os gøre noget.",Danish
"nej, undskyld, jeg har allerede gale nogle planer.",Danish
jeg har lidt travlt i morgen.,Danish
"Jeg ville elske at gøre noget, men det kan jeg ikke.",Danish
tilladelse.,Danish
"har du noget imod det, hvis jeg bruger din mobiltelefon?",Danish
"ville det være okay, hvis jeg tog fri i morgen?",Danish
"ja, vær venlig at gå videre.",Danish
Nej slet ikke.,Danish
desværre er jeg nødt til at sige nej.,Danish
"jeg ville hellere have, at du ikke gjorde det.",Danish
jeg er bange for at jeg gør det.,Danish
fremsætter anmodninger.,Danish
"kunne du give mig saltet, Vær venlig?",Danish
har du noget imod at låne mig nogle penge?,Danish
"Jeg spekulerede på, om du kunne hjælpe mig med dette.",Danish
"sikkert, ikke noget problem.",Danish
Ja selvfølgelig.,Danish
Jeg vil gerne hjælpe.,Danish
"undskyld, jeg kan ikke lige nu.",Danish
"Jeg er bange for, at jeg ikke kan. fremsætter tilbud.",Danish
kan jeg skaffe dig et glas vand?,Danish
hvad med noget is?,Danish
"vil du have, at jeg giver dig en tur hjem?",Danish
ja tak.,Danish
"det ville være godt, tak.",Danish
"Jeg har det godt, men tak for at tilbyde.",Danish
"nej, jeg er god, tak.",Danish
takke folk.,Danish
tusind tak.,Danish
skål jeg sætter stor pris på det.,Danish
det er meget venligt af dig.,Danish
Jeg kan ikke takke dig nok.,Danish
det er ikke noget.,Danish
nævner det ikke.,Danish
når som helst.,Danish
min fornøjelse.,Danish
beder nogen om at vente.,Danish
"kan du holde et øjeblik, tak?",Danish
hæng på et sekund.,Danish
bære med mig et øjeblik.,Danish
Jeg har ret med dig.,Danish
undskylder.,Danish
jeg er virkelig ked af det.,Danish
Vær venlig at acceptere min undskyldning.,Danish
skal du ikke bekymre dig om det.,Danish
Ingen problemer.,Danish
"okay, hvis du vil have flere lektioner om almindelige sætninger og sætninger, så lad mig det vide i kommentarfeltet nedenfor.",Danish
"også, hvis du kunne lide denne video, skal du give tommelfingrene op ved at trykke på lignende-knappen og huske at abonnere på denne kanal ved at klikke på knappen abonner for at få mine seneste lektioner lige her på youtube.",Danish
"glad læring, og jeg vil snart se dig i en anden lektion.",Danish
det gyldne brød engang i en lille landsby boede en kvinde ved navn marion.,Danish
"med sin eneste datter var narcisa marion ekstremt ydmyg og sød narcisa var dog helt det modsatte, du ser, hun var smuk ud over ord, hun var som en levende.",Danish
"dukke og den mest underholdende del er, at hun elskede sig selv til ingen formål narcisa ville du.",Danish
Hjælp mig med at bage brødet hej ingen måde mor melpiger alle mine lyse og glitrende øjne.,Danish
"narcisa vil du hjælpe mig med at plante disse frø, hvad hvorfor skulle jeg gøre det, hvad har jeg alt det snavs på mine dejlige fingre værre, hvad hvis det gik på mit ansigt, det var problemet med narcisa.",Danish
"hun syntes sig for stor til at udføre noget arbejde, mange friere kom for at bede om narcissus i ægteskab.",Danish
"da hendes skønhed var kendt vidt og bredt, men hun afviste dem alle meget uhøfligt, hvorfor sendte du disse mænd væk i går, de syntes gode, du kan ikke være seriøs mor, en af ​​dem.",Danish
"havde så små øjne næsten som en fugles og den anden havde en enorm næse, jeg ville ikke være i nærheden af ​​ham.",Danish
"da han nysede åh åh og det sidste stop nej, jeg vil ikke høre mere, alt hvad jeg kunne se var, at disse mænd var rigtig flinke, min kære, du skal vide den skønhed.",Danish
"er ikke alt mor, du er nødt til at indse, jeg fortjener nogen som en prins eller en ridder.",Danish
"åh kære en nat, da hun sov, sad mor ved hendes side og så på hende.",Danish
"min kære barn, du er så smuk og dejlig, men du er ligeglad med andet end din skønhed.",Danish
"i det øjeblik begyndte narcissus at grine i søvnen, hendes mor var meget overrasket over, hvor dejlig hun måtte have en rigtig sjov drøm næste morgen, når narcissus.",Danish
"Jeg vågnede, hun smilede alt sammen og fniser her skat, fortæl mig hvad drømte du om.",Danish
"i aftes godt mor, det var sådan en fantastisk drøm, du ved, at der var denne prins, der kom op til mig.",Danish
"og sagde, at han ville gifte sig med mig, han var kommet i en gylden vogn, og han var klædt ovenfra og ned og guld også, hvad en fjollet drøm.",Danish
"og du ved, den bedste del af det var, da jeg var i min brudekjole, som også var af guld, selvfølgelig stirrede alle kun på mig narcisa, der er ikke noget fantastisk ved den drøm.",Danish
"det var en meget egoistisk drømmemor, du ved ikke, hvad du siger, at drømmen har fået mig til at indse, at jeg har brug for mad meget større end den type, jeg spiser her hjemme brød lavet af guld.",Danish
tænk bare på den stakkels narcissemor var så bekymret for sin datter og hvordan.,Danish
"hun ville leve sit liv den dag to venner kom for at besøge narcissemor, de var mellie og terry de tre af dem havde været venner i årevis, men terry og ellie havde begge en hemmelighed.",Danish
"var magiske væsener noget, som narcisses mor ikke vidste noget om terry melli åh det er så godt at se dig, det har været meget længe t det hvordan har du været jeg har været meget god jeg ville have været bedre hvis kun hvis kun hvad hvis kun min datter narcisa var lidt mere forståelig marian fortalte mellie og terry alt om narcisa og hvordan hun var bekymret for hende, hun vil spise brød lavet af guld hvad gør jeg godt med hende, måske hvis hendes drøm går i opfyldelse.",Danish
"det ville være vidunderligt, ville det ikke godt, uanset hvad jeg tror, ​​med tiden vil hun vokse til at lære, lad os tale om noget andet.",Danish
"nu vinkede mellie og terry farvel til deres gamle ven og gik smilende til hinanden hemmeligt den aften, både mor og datter.",Danish
"blev klar til seng mor, jeg håber virkelig min drøm går i opfyldelse, du ved åh narcisa den næste dag, da narcisa og hendes mor var udenfor i deres have en smuk.",Danish
"gylden vogn kom ridende op til dem, den var besat i ædelstene og diamanter og så ekstremt fantastisk ud.",Danish
"da det stoppede, kom en smuk mand ud af det og kiggede på narcisa, hun blev helt overrasket over, hvor smuk han var, min drøm er faktisk at gå i opfyldelse umm.",Danish
"hvad hej jeg er kommet her for at bede om narcissus i ægteskab, men hvordan ved du hendes navn, og hvem er du.",Danish
"Jeg er Terrence engelen med lykke, din datters navn og skønhed er kendt overalt i verden her, jeg har givet dig en gave, men du kender ham næppe, du kan ikke gå med ham.",Danish
"åh fjollet han er rig og smuk, hvad mere kan jeg ønske mig forfærdelse, jeg accepterer dit forslag.",Danish
"og med det gik hun ind i hans vogn og uden engang at sige farvel til sin mor red med englen, da de rejste, kom vognen pludselig ind i en magisk portal der, den rejste gennem et stormfuldt område, vognen stødte enormt rundt og narcissa.",Danish
"var meget bange skal du ikke bekymre dig min kære alt dette vil snart være forbi, ligesom han sagde dette, at vognen gik gennem en anden portal og nåede indkørslen.",Danish
"af et stort og storslået gyldent slot narcisa var forbløffet over al den skønhed, hun så, jeg vidste, jeg fortjener så mange rigdom, jeg vidste, at du kunne lide det, hvad du vil, du finder her fra den smukkeste kjole til den mest lækre mad alt sammen i mit palads godt taler om mad er jeg virkelig sulten efter den tur jeg ' m sulter kan jeg få noget af den velsmagende mad selvfølgelig her kød ildelugtende melissa hun får dig hvad du vil have jeg har hørt så meget om dig du stakkels kære du er sulten er du ikke kommer lad os gå til spisebordet og Jeg får dig noget mad åh tak, de gik ind i spisestuen, og der på bordet var den mest forbløffende mad, som narcisa nogensinde havde set forbløffende, fordi det er, at syltetøj er lavet.",Danish
"af rubiner salater af smaragder og brød derovre er lavet af guldgyldent brød, hvor dejligt dette marmelade vil se ud og smage dejligt med det brød, hun tog et stykke med.",Danish
"rubin marmelade på det og tog en kæmpe bid, det er så varmt, jeg kan ikke spise det godt, det er brød lavet af guld og det fineste også, men hvis du ikke kan spise det, skal jeg skaffe dig sølvbrød sølv he, hvorfor ikke du spiser.",Danish
"noget andet, men jeg vil have normalt brødbrød, som jeg kan spise, har du ikke det blik så kone til at være fra min far skal det er koldt, du skal kun spise den bedste narcis jeg kiggede på al mad.",Danish
"men blev sønderknust for alt der var uspiselig, hun begyndte snart at græde, jeg vil ikke have det, men maden er virkelig god.",Danish
"prøv nogle gyldne kartofler her, de er rigtig gode, og når du er gift med mig.",Danish
"du bliver nødt til at spise alt dette, jeg troede, du kunne lide fancy ting nej, jeg vil ikke gifte dig, jeg vil hjem.",Danish
til min mor lad mig gå hjem melissa og terrence så på hinanden og blinkede godt.,Danish
"hvis det virkelig er, hvad du vil have, så tager jeg dig hjem, terrence tog grædende og ulykkelig.",Danish
"narcis hjemme i vognen begyndte hun at tænke dybt over de valg, hun havde taget, da hun kom hjem.",Danish
"hun løb for at kramme sin mor, der sad trist i huset, heller ikke søster, min søde datter, jeg troede, jeg ville aldrig se dig igen.",Danish
"åh mor, jeg elsker dig så meget, og du havde ret udseende og rigdom er ikke alt, hvad guldbrødet var ubrugeligt, da jeg ikke kunne spise det og manden, selvom.",Danish
"Han var smuk, han passede slet ikke på mig, men min kære, er du klar over, at det var nøjagtigt, hvordan du behandlede andre, jeg ved, jeg er så ked af den måde, jeg handlede mor åh nej, det er okay, siden du har set.",Danish
"hvad din fejl var kom, lad os fodre dig med noget pænt fra den dag og frem.",Danish
"narcisa ændrede sine måder, hun kæmpede i starten men langsomt og tålmodigt begyndte hun at blive meget pænere en dag mellie og terry kom for at møde marian igen oh hej I to så fortæl os marian.",Danish
"hvordan' s narcissisme fortalte marian dem begge alt, hvad der var sket, og hun har ændret sig så meget fra den tid.",Danish
har hun jeg gætte hun ville ikke have mere guldbrød nu he ved du.,Danish
"terry du ser faktisk lidt ud som den engel, men hvad ser jeg, hvordan kunne du være ham, I to er så flinke",Danish
