symbol,displayName,industry,dateListed,marketCap,xid,priceChangeFiveDayPercent,isRecentListing
JAV,JAVELIN MINERALS LIMITED,Materials,2012-10-09,9454153,48076045,0.0,False
JXT,JAXSTA LTD,Software & Services,2010-09-21,19525547,22103572,3.773584905660381,False
JTL,JAYEX TECHNOLOGY LIMITED,Health Care Equipment & Services,2015-12-17,2250228,320852357,1.927470528863119e-14,False
JAY,JAYRIDE GROUP LIMITED,Transportation,2018-01-29,28397292,445460642,0.0,False
JBH,JB HI-FI LIMITED,Consumer Discretionary Distribution & Retail,2003-10-23,4569067066,172287,-0.14207909069380814,False
JCS,JCURVE SOLUTIONS LTD,Software & Services,2000-12-08,16417172,260792,0.0,False
JRV,JERVOIS GLOBAL LIMITED,Materials,1980-12-01,249511316,174933,-4.166666666666659,False
JRL,JINDALEE RESOURCES LIMITED,Materials,2002-07-11,134840570,174872,3.73443983402489,False
JLG,JOHNS LYNG GROUP LIMITED,Capital Goods,2017-10-26,1616764749,432204467,-0.4815409309791372,False
JYC,JOYCE CORPORATION LTD,Consumer Discretionary Distribution & Retail,1986-12-17,82164647,175403,-10.937500000000002,False
JDO,JUDO CAPITAL HOLDINGS LIMITED,Banks,2021-11-01,1243709856,686309643,0.0,False
JIN,JUMBO INTERACTIVE LIMITED,Consumer Services,1972-06-14,802237561,175177,-2.465331278890603,False
JNO,JUNO MINERALS LIMITED,Materials,2021-05-14,12281220,640980020,6.976744186046519,False
JPR,JUPITER ENERGY LIMITED,Energy,2003-11-12,31976103,286521,-15.384615384615387,False
JMS,JUPITER MINES LIMITED.,Materials,2018-04-18,411388117,464373416,-2.2727272727272747,False
KSC,K & S CORPORATION LIMITED,Transportation,1971-08-25,351701886,179931,-2.723735408560305,False
KTG,K-TIG LIMITED,Capital Goods,2012-11-01,SUSPENDED,49565717,0.0,False
KAM,K2 ASSET MANAGEMENT HOLDINGS LTD,Financial Services,2007-11-29,11089919,8307633,0.0,False
K2F,K2FLY LIMITED,Software & Services,2008-02-19,19284628,9413784,-4.347826086956525,False
KDY,KADDY LIMITED,Consumer Discretionary Distribution & Retail,2001-04-04,SUSPENDED,288813,0.0,False
KLR,KAILI RESOURCES LIMITED,Energy,1997-03-06,1916205,58479276,0.0,False
KAI,KAIROS MINERALS LIMITED,Materials,1973-05-30,37317776,290929,-7.142857142857149,False
KAU,KAISER REEF LIMITED,Materials,2020-02-28,23380118,577835006,-8.333333333333327,False
KZR,KALAMAZOO RESOURCES LIMITED,Materials,2017-01-16,20974712,377938230,-1.8181818181818197,False
KAL,KALGOORLIE GOLD MINING LIMITED,Materials,2021-11-17,4321730,684215430,-18.0,False
KPO,KALINA POWER LIMITED,Utilities,1971-08-02,15151958,283691,-9.090909090909085,False
KLL,KALIUM LAKES LIMITED,Materials,2016-12-22,52824518,375749560,0.0,False
KAR,KAROON ENERGY LTD,Energy,2004-06-08,1125597198,175807,6.598984771573609,False
KAT,KATANA CAPITAL LIMITED,Not Applic,2005-12-23,37550394,3835502,1.8348623853211024,False
KZA,KAZIA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",1994-09-01,31924076,217161,0.0,False
KPG,KELLY PARTNERS GROUP HOLDINGS LIMITED,Commercial & Professional Services,2017-06-21,185400000,412343324,2.8235294117647083,False
KLS,KELSIAN GROUP LIMITED,Transportation,2013-10-16,1514758579,68502887,-0.33783783783783067,False
KEY,KEY PETROLEUM LIMITED,Energy,2007-04-26,1967928,7082872,-33.333333333333336,False
KBC,KEYBRIDGE CAPITAL LIMITED,Financial Services,1999-12-23,11493243,1742273,0.0,False
KED,KEYPATH EDUCATION INTERNATIONAL INC.,Consumer Services,2021-06-02,186968007,660038965,-2.234636871508382,False
KGL,KGL RESOURCES LIMITED,Materials,2005-03-17,65915401,1450030,-9.677419354838701,False
KIL,KILAND LTD,Materials,2002-07-08,132515842,41001,-1.1299435028248597,False
KLI,KILLI RESOURCES LIMITED,Class Pend,2022-02-10,3692000,692164462,-16.666666666666664,False
KIN,KIN MINING NL,Materials,2013-10-02,50660474,68083886,0.0,False
KSL,KINA SECURITIES LIMITED,Banks,2015-07-30,206593848,293544879,0.6993006993006999,False
KYP,KINATICO LTD,Software & Services,2015-09-08,32567428,298471412,-1.2658227848101278,False
KCC,KINCORA COPPER LIMITED,Materials,2021-03-30,10827280,647268092,-4.285714285714289,False
KKO,KINETIKO ENERGY LTD,Energy,2011-07-21,70182257,35292738,2.3809523809523827,False
KRR,KING RIVER RESOURCES LIMITED,Materials,2007-09-21,18642299,8077886,0.0,False
KFM,KINGFISHER MINING LTD,Materials,2020-12-11,11817300,629352828,24.999999999999993,False
KCN,KINGSGATE CONSOLIDATED LIMITED.,Materials,1988-04-21,444854111,176322,-17.582417582417587,False
KLO,KINGSLAND GLOBAL LTD,Real Estate Management & Development,2015-12-11,SUSPENDED,319738470,0.0,False
KNG,KINGSLAND MINERALS LTD,Materials,2022-06-14,6752976,721311344,9.677419354838719,False
KRM,KINGSROSE MINING LIMITED,Materials,2007-12-07,43646538,9231394,-1.6393442622950836,False
KSN,KINGSTON RESOURCES LIMITED,Materials,1987-03-05,39071444,264036,2.1505376344086042,False
KWR,KINGWEST RESOURCES LIMITED,Materials,2018-08-24,8733531,486432211,9.677419354838719,False
KME,KIP MCGRATH EDUCATION CENTRES LIMITED,Consumer Services,2003-08-15,26915471,178373,-2.1276595744680753,False
KKC,KKR CREDIT INCOME FUND,Not Applic,2019-11-21,591224472,563128495,-1.092896174863389,False
KSS,KLEOS SPACE S.A,Commercial & Professional Services,2018-08-24,29580745,486443786,-9.375000000000009,False
KMD,KMD BRANDS LIMITED,Consumer Discretionary Distribution & Retail,2009-11-13,686450552,21388093,4.255319148936175,False
KNM,KNEOMEDIA LIMITED,Media & Entertainment,1987-06-24,10533497,208214,-12.5,False
KNO,KNOSYS LIMITED,Software & Services,2015-09-09,17507235,298963109,0.0,False
KOB,KOBA RESOURCES LIMITED,Materials,2022-05-04,10885000,713073439,0.0,False
KGN,KOGAN.COM LTD,Consumer Discretionary Distribution & Retail,2016-07-07,412244691,354542737,-8.108108108108109,False
KNB,KOONENBERRY GOLD LIMITED,Materials,2021-09-28,6705949,671082386,13.20754716981132,False
KOR,KORAB RESOURCES LIMITED,Materials,2005-08-31,6606900,2754753,5.263157894736847,False
KP2,KORE POTASH PLC,Materials,2017-11-07,44462303,437306436,-7.142857142857137,False
KOV,KORVEST LTD,Capital Goods,1970-09-17,82191652,179164,1.825842696629212,False
KTA,KRAKATOA RESOURCES LIMITED,Materials,2012-12-28,9996588,50941843,-3.333333333333325,False
KGD,KULA GOLD LIMITED,Materials,2010-11-16,5779391,27360252,5.8823529411764754,False
KNI,KUNIKO LIMITED,Materials,2021-08-24,31507175,665843237,16.25,False
LSF,L1 LONG SHORT FUND LIMITED,Not Applic,2018-04-24,1614361310,463381578,1.5151515151515165,False
LRL,LABYRINTH RESOURCES LIMITED,Materials,1971-07-28,12473335,114625,61.111111111111136,False
LSA,LACHLAN STAR LIMITED,Materials,1971-07-28,13190127,143701,20.0,False
LKE,LAKE RESOURCES N.L.,Materials,2001-08-29,589277052,184093,-11.76470588235294,False
LKO,LAKES BLUE ENERGY NL,Energy,1985-12-05,46654599,184136,0.0,False
LHM,LAND & HOMES GROUP LIMITED,Real Estate Management & Development,2004-10-05,6296336,49442,0.0,False
LNR,LANTHANEIN RESOURCES LTD,Materials,2003-04-09,15702058,267711,3.3333333333333366,False
LAM,LARAMIDE RESOURCES LTD,Energy,2013-04-30,107166578,57604202,0.0,False
LRK,LARK DISTILLING CO. LTD,"Food, Beverage & Tobacco",2003-11-12,113899366,206551,-4.191616766467057,False
LRV,LARVOTTO RESOURCES LIMITED,Materials,2021-12-06,11363248,686902729,0.0,False
LBL,LASERBOND LIMITED,Capital Goods,2007-12-17,93212000,8800760,-5.17241379310344,False
LRS,LATIN RESOURCES LIMITED,Materials,2010-09-21,220165492,25157280,-4.347826086956525,False
LFS,LATITUDE GROUP HOLDINGS LIMITED,Financial Services,2021-04-20,1226275869,653003044,-3.7344398340249088,False
LMG,LATROBE MAGNESIUM LIMITED,Materials,1986-12-18,97397122,184580,-13.636363636363638,False
LAW,LAWFINANCE LIMITED,Financial Services,2000-05-12,510941,664937461,0.0,False
LBT,LBT INNOVATIONS LIMITED,Health Care Equipment & Services,2006-07-31,14647279,4721926,-2.222222222222224,False
LER,LEAF RESOURCES LTD,Materials,1999-01-05,25340544,633078842,0.0,False
LEX,LEFROY EXPLORATION LIMITED,Materials,1991-09-05,34498470,278016,4.878048780487809,False
LCY,LEGACY IRON ORE LIMITED,Materials,2008-07-08,96102393,11893279,-11.764705882352951,False
LGM,LEGACY MINERALS HOLDINGS LIMITED,Materials,2021-09-13,14146069,670943443,13.333333333333346,False
LEG,LEGEND MINING LIMITED,Materials,1995-08-25,119848404,182455,22.500000000000004,False
LLC,LENDLEASE GROUP,Real Estate Management & Development,1962-06-30,5066517178,184293,1.933701657458559,False
LLL,LEO LITHIUM LIMITED,Materials,2022-06-23,526943320,724051760,7.7777777777777715,False
LPD,LEPIDICO LTD,Materials,1994-04-19,80196603,53914,9.999999999999993,False
LGI,LGI LIMITED,Utilities,2022-10-04,199543922,752817943,-2.5423728813559157,True
LIS,LI-S ENERGY LIMITED,Capital Goods,2021-09-28,147246053,671834797,0.0,False
LFG,LIBERTY FINANCIAL GROUP,Financial Services,2020-12-15,1099770020,631711108,-2.008032128514049,False
360,LIFE360 INC.,Software & Services,2019-05-10,957810244,530820893,7.743362831858421,False
LIC,LIFESTYLE COMMUNITIES LIMITED,Real Estate Management & Development,1998-12-15,1612085920,226407,3.275401069518718,False
L1M,LIGHTNING MINERALS LTD,Materials,2022-11-22,6784004,764326224,3.448275862068969,True
LME,LIMEADE INC.,Software & Services,2019-12-20,64384741,567489416,11.111111111111109,False
LML,LINCOLN MINERALS LIMITED,Materials,2007-03-09,27849236,6708658,-9.090909090909085,False
LMLND,LINCOLN MINERALS LIMITED,Materials,2007-03-09,27849236,779754630,-16.666666666666668,False
LIN,LINDIAN RESOURCES LIMITED,Materials,2000-03-02,225345218,282242,-2.1276595744680753,False
LAU,LINDSAY AUSTRALIA LIMITED,Transportation,1994-07-05,283094890,181455,6.010928961748627,False
LNU,LINIUS TECHNOLOGIES LIMITED,Software & Services,2011-07-26,9689239,35079877,100.0,False
LNK,LINK ADMINISTRATION HOLDINGS LIMITED,Commercial & Professional Services,2015-10-27,1051624336,311755307,0.4830917874396247,False
LIO,LION ENERGY LIMITED,Energy,1972-02-15,16192188,183754,0.0,False
LLO,LION ONE METALS LIMITED,Materials,2013-06-07,167166003,58609619,2.1978021978021998,False
LSX,LION SELECTION GROUP LIMITED.,Not Applic,2013-03-13,68899011,55144397,-3.1914893617021187,False
LTR,LIONTOWN RESOURCES LIMITED,Materials,2006-12-27,3352643315,6087209,71.33333333333333,False
LIT,LITHIUM AUSTRALIA LIMITED,Materials,2007-10-30,40299325,8800758,3.030303030303033,False
LEL,LITHIUM ENERGY LIMITED,Materials,2021-05-19,52255500,652529400,-2.380952380952383,False
LPM,LITHIUM PLUS MINERALS LTD.,Materials,2022-04-26,20420400,715254613,9.302325581395356,False
LPI,LITHIUM POWER INTERNATIONAL LIMITED,Materials,2016-06-24,176147317,353173919,19.230769230769226,False
LGP,LITTLE GREEN PHARMA LTD,"Pharmaceuticals, Biotechnology & Life Sciences",2020-02-20,54022654,575195428,5.263157894736847,False
LV1,LIVE VERDURE LTD,"Food, Beverage & Tobacco",2020-12-14,12290063,627866376,-6.451612903225812,False
LVH,LIVEHIRE LIMITED,Software & Services,2016-06-10,47321833,344829850,10.714285714285703,False
LVT,LIVETILES LIMITED,Software & Services,1999-08-17,20947314,274062,5.000000000000004,False
LCT,LIVING CELL TECHNOLOGIES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2004-09-01,12468274,182001,-17.12707182320441,False
LPE,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,Utilities,2011-10-11,9264126,38312851,6.122448979591842,False
LKY,LOCKSLEY RESOURCES LIMITED,Materials,2021-07-08,4270000,661271758,0.0,False
LDR,LODE RESOURCES LTD,Materials,2021-07-02,24560353,654872135,-4.081632653061217,False
LSR,LODESTAR MINERALS LIMITED,Materials,2007-12-21,8692187,9390155,0.0,False
LCE,LONDON CITY EQUITIES LIMITED,Financial Services,1987-03-06,17074710,181905,0.0,False
LRD,LORD RESOURCES LIMITED,Materials,2022-04-07,8447917,708654487,9.999999999999995,False
LCL,LOS CERROS LIMITED,Materials,2007-10-02,24188943,8548582,-3.1250000000000027,False
LOT,LOTUS RESOURCES LIMITED,Materials,2009-02-18,208254940,16935396,6.250000000000005,False
LVE,LOVE GROUP GLOBAL LTD,Software & Services,2014-12-05,2026708,80536691,0.0,False
LOV,LOVISA HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,2014-12-18,2445626653,82257125,2.1528998242530686,False
LRT,LOWELL RESOURCES FUND,Not Applic,2018-03-22,35825239,454282815,-1.304347826086948,False
LLI,LOYAL LITHIUM LIMITED,Materials,2021-07-06,13122900,655114210,30.612244897959187,False
LOM,LUCAPA DIAMOND COMPANY LIMITED,Materials,2006-12-19,53263715,6063611,5.714285714285699,False
LDX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,Health Care Equipment & Services,2021-07-05,7662602,663323707,-6.451612903225802,False
LM8,LUNNON METALS LIMITED,Materials,2021-06-16,211586398,656678505,6.499999999999995,False
LYN,LYCAON RESOURCES LTD,Materials,2021-11-17,6274063,684223607,-12.820512820512818,False
LYL,LYCOPODIUM LIMITED,Capital Goods,2004-12-17,316729601,194813,-0.9950248756218805,False
LYK,LYKOS METALS LIMITED,Materials,2021-10-21,7938000,682582689,0.0,False
LYC,LYNAS RARE EARTHS LIMITED,Materials,1986-09-11,5939066434,194790,2.0280811232449283,False
LGL,LYNCH GROUP HOLDINGS LIMITED,"Food, Beverage & Tobacco",2021-04-06,208733052,649089792,-2.2988505747126458,False
M3M,M3 MINING LIMITED,Materials,2021-07-29,4279224,663801282,-3.157894736842108,False
M8S,M8 SUSTAINABLE LIMITED,Commercial & Professional Services,2019-12-11,SUSPENDED,566140722,0.0,False
MAF,MA FINANCIAL GROUP LIMITED,Financial Services,2017-04-10,697981122,403811203,-0.5000000000000004,False
MGH,MAAS GROUP HOLDINGS LIMITED,Capital Goods,2020-12-04,851310145,629379088,-0.3802281368821212,False
MIO,MACARTHUR MINERALS LIMITED,Materials,2019-12-06,25676291,565635231,21.428571428571427,False
M7T,MACH7 TECHNOLOGIES LIMITED,Health Care Equipment & Services,2005-11-30,139019841,3590522,3.448275862068969,False
MAH,MACMAHON HOLDINGS LIMITED,Materials,1983-12-01,280148156,196126,0.0,False
MQG,MACQUARIE GROUP LIMITED,Financial Services,2007-11-05,64541617918,197202,-1.696186465124328,False
MAQ,MACQUARIE TELECOM GROUP LIMITED,Telecommunication Services,1999-09-27,1272351343,196571,0.0,False
M4M,MACRO METALS LIMITED,Materials,1987-01-16,9790389,66034,-11.111111111111104,False
MPA,MAD PAWS HOLDINGS LIMITED,Consumer Services,2021-03-26,43078665,644593059,0.0,False
MAD,MADER GROUP LIMITED,Commercial & Professional Services,2019-10-01,778000000,554837084,0.0,False
MFG,MAGELLAN FINANCIAL GROUP LIMITED,Financial Services,2004-07-01,1519237721,228587,8.3645443196005,False
MGF,MAGELLAN GLOBAL FUND.,Not Applic,2020-11-30,2190295019,626321798,1.3745704467353963,False
MBH,MAGGIE BEER HOLDINGS LTD,"Food, Beverage & Tobacco",2004-08-27,75774583,174121,-4.651162790697666,False
MAG,MAGMATIC RESOURCES LIMITED,Materials,2017-05-19,30263587,404503608,19.27710843373494,False
MAU,MAGNETIC RESOURCES NL,Materials,2007-04-05,160658667,6903498,6.060606060606066,False
MAUCA,MAGNETIC RESOURCES NL,Materials,2007-04-05,160658667,22616323,0.0,False
MGT,MAGNETITE MINES LIMITED.,Materials,2006-04-06,45502925,4306778,-2.500000000000002,False
MNS,MAGNIS ENERGY TECHNOLOGIES LTD,Materials,2005-10-25,267737843,3413635,-17.741935483870964,False
MGU,MAGNUM MINING AND EXPLORATION LIMITED,Materials,1987-04-23,12687812,200423,17.647058823529406,False
MGL,MAGONTEC LIMITED,Materials,1983-07-07,26745033,45799,-9.210526315789467,False
MKG,MAKO GOLD LIMITED,Materials,2018-04-16,18866054,458633009,-4.545454545454534,False
M24,MAMBA EXPLORATION LIMITED,Materials,2021-02-05,4512767,635487726,-16.666666666666668,False
MAN,MANDRAKE RESOURCES LIMITED,Materials,1987-05-29,25746677,250743,10.256410256410266,False
MHC,MANHATTAN CORPORATION LIMITED,Energy,2008-01-29,12181393,8382812,10.000000000000009,False
MKR,MANUKA RESOURCES LTD.,Materials,2020-07-14,37710115,598783670,35.18518518518518,False
MPG,MANY PEAKS GOLD LIMITED,Materials,2022-03-16,9963360,705249020,0.0,False
MCX,MARINER CORPORATION LIMITED,Financial Services,1986-06-20,SUSPENDED,199804,0.0,False
MMM,MARLEY SPOON SE,Consumer Staples Distribution & Retail,2018-07-02,57037161,739228644,3.448275862068969,False
MEU,MARMOTA LIMITED,Energy,2007-11-21,40234422,8881285,0.0,False
MMA,MARONAN METALS LIMITED,Materials,2022-04-29,33000000,710923075,-2.222222222222224,False
MQR,MARQUEE RESOURCES LIMITED,Materials,2017-03-15,6380546,402224439,-5.000000000000004,False
MVL,MARVEL GOLD LIMITED,Materials,2016-06-14,11986604,351271957,-5.555555555555542,False
MZZ,MATADOR MINING LIMITED,Materials,2017-03-08,26163163,401123914,0.0,False
MCE,MATRIX COMPOSITES & ENGINEERING LIMITED,Energy,2009-11-16,60708980,21476653,3.278688524590167,False
MAT,MATSA RESOURCES LIMITED,Materials,2005-04-20,15244171,1650699,10.810810810810821,False
MXR,MAXIMUS RESOURCES LIMITED,Materials,2005-10-26,12124119,3413636,19.999999999999996,False
MXI,MAXIPARTS LIMITED,Capital Goods,1994-12-07,107321202,208176,-0.4385964912280609,False
MFD,MAYFIELD CHILDCARE LIMITED,Consumer Services,2016-11-30,69884594,372813491,-2.2831050228310423,False
MYG,MAYFIELD GROUP HOLDINGS LIMITED,Capital Goods,1986-10-30,28987486,54273,0.0,False
MYX,MAYNE PHARMA GROUP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2007-06-29,300217579,7678154,2.452316076294286,False
MRL,MAYUR RESOURCES LIMITED,Materials,2017-09-21,48766821,419808224,15.624999999999996,False
MCM,MC MINING LIMITED,Energy,1980-04-24,71582686,143247,14.516129032258076,False
MEA,MCGRATH LIMITED,Real Estate Management & Development,2015-12-07,62502988,319498453,5.633802816901413,False
MMS,MCMILLAN SHAKESPEARE LIMITED,Commercial & Professional Services,2004-03-15,984055929,202861,1.9801980198019755,False
MCP,MCPHERSON'S LIMITED,Household & Personal Products,1962-06-30,84210247,197981,5.172413793103453,False
MSG,MCS SERVICES LIMITED,Commercial & Professional Services,2012-01-17,6163356,39768453,6.666666666666673,False
MMR,MEC RESOURCES LIMITED,Energy,2006-05-29,SUSPENDED,4714650,0.0,False
MDR,MEDADVISOR LIMITED,Health Care Equipment & Services,2011-05-26,136054734,34668920,0.0,False
MM8,MEDALLION METALS LIMITED.,Materials,2021-03-22,31105015,647278859,12.00000000000001,False
MPL,MEDIBANK PRIVATE LIMITED,Insurance,2014-11-25,8950510530,80536726,1.8750000000000016,False
MEB,MEDIBIO LIMITED,Health Care Equipment & Services,2001-01-29,4150594,65117,-33.333333333333336,False
MVP,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2003-12-15,99682477,207679,11.1111111111111,False
MDC,MEDLAB CLINICAL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2015-07-14,SUSPENDED,88500869,0.0,False
MEG,MEGADO MINERALS LTD,Materials,2020-10-27,5579167,618307072,15.789473684210524,False
MP1,MEGAPORT LIMITED,Software & Services,2015-12-17,641615580,320739662,-2.32018561484918,False
MAY,MELBANA ENERGY LIMITED,Energy,1998-03-27,195471838,199239,-14.492753623188408,False
MEM,MEMPHASYS LIMITED.,"Pharmaceuticals, Biotechnology & Life Sciences",2007-05-14,13433285,6945231,-6.666666666666662,False
MHI,MERCHANT HOUSE INTERNATIONAL LIMITED,Consumer Durables & Apparel,1994-10-31,5655990,200611,0.0,False
MCY,MERCURY NZ LIMITED,Utilities,2013-05-10,7692344189,57084486,0.0,False
MEZ,MERIDIAN ENERGY LIMITED,Utilities,2013-10-29,12218389909,68854285,2.1276595744680775,False
MSB,MESOBLAST LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2004-12-16,692893945,50943752,3.351955307262573,False
MBK,METAL BANK LIMITED,Materials,2011-03-02,8018080,28252458,0.0,False
MHK,METAL HAWK LIMITED.,Materials,2020-11-19,6818216,622611746,4.545454545454549,False
MTR,METAL TIGER PLC,Materials,2021-05-27,55062662,635659465,0.0,False
MCT,METALICITY LIMITED,Materials,2005-12-21,7009079,3823776,-33.333333333333336,False
MLM,METALLICA MINERALS LIMITED,Materials,2004-11-23,34448361,202318,0.0,False
MLS,METALS AUSTRALIA LTD,Materials,1986-01-23,21246267,54488,5.555555555555561,False
MLX,METALS X LIMITED,Materials,2004-08-26,258570829,67148,9.615384615384624,False
MGA,METALSGROVE MINING LTD,Materials,2022-07-06,6588750,726789881,-6.6666666666666545,False
MTC,METALSTECH LIMITED,Materials,2017-02-24,63838652,382897154,5.8823529411764595,False
MYE,METAROCK GROUP LIMITED,Materials,2010-05-07,20958808,23903347,0.0,False
MTS,METCASH LIMITED,Consumer Staples Distribution & Retail,2005-04-08,3746301416,206949,3.4300791556728205,False
MEI,METEORIC RESOURCES NL,Materials,2004-07-16,213875876,199097,26.08695652173912,False
MEL,METGASCO LTD,Energy,2004-12-23,20213848,199119,11.111111111111121,False
MOT,METRICS INCOME OPPORTUNITIES TRUST,Not Applic,2019-04-29,539236985,521741858,-1.9512195121951021,False
MXT,METRICS MASTER INCOME TRUST,Not Applic,2017-10-09,1688048229,427805954,1.305483028720622,False
MMI,METRO MINING LIMITED,Materials,2009-12-04,52365956,21663860,1.3344026738283132e-14,False
MPP,METRO PERFORMANCE GLASS LIMITED,Capital Goods,2014-07-30,36148727,76950261,0.0,False
MFF,MFF CAPITAL INVESTMENTS LIMITED,Not Applic,2006-12-19,1481703597,6133404,1.2096774193548487,False
MXC,MGC PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",2006-12-21,25798026,6063608,-15.384615384615387,False
MHJ,MICHAEL HILL INTERNATIONAL LIMITED,Consumer Discretionary Distribution & Retail,2016-07-07,366399773,354548617,-2.4752475247524774,False
MX1,MICRO-X LIMITED,Health Care Equipment & Services,2015-12-22,56574571,321663203,-8.69565217391305,False
MAP,MICROBA LIFE SCIENCES LIMITED,Health Care Equipment & Services,2022-04-05,116602149,708080264,2.9411764705882377,False
MAM,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,Financial Services,2018-04-30,78587295,460885903,-1.6666666666666683,False
MM1,MIDAS MINERALS LTD,Materials,2021-09-07,9667262,671577658,-9.090909090909099,False
MDI,MIDDLE ISLAND RESOURCES LIMITED,Materials,2010-12-16,4284638,28227999,-20.0,False
MWY,MIDWAY LIMITED,Materials,2016-12-08,80786005,373436960,3.9325842696629247,False
MCL,MIGHTY CRAFT LIMITED,Consumer Services,2019-12-17,50280762,566872702,-11.111111111111107,False
MKL,MIGHTY KINGDOM LIMITED,Media & Entertainment,2021-04-21,14889177,650657840,11.428571428571418,False
MIL,MILLENNIUM SERVICES GROUP LIMITED,Commercial & Professional Services,2015-11-19,16035508,316645438,-9.333333333333327,False
MNB,MINBOS RESOURCES LIMITED,Materials,2010-10-18,115527094,629581663,6.896551724137938,False
MCR,MINCOR RESOURCES NL,Materials,1997-06-16,809250691,198007,1.6891891891891981,False
MDX,MINDAX LIMITED,Materials,2004-12-08,219236455,198701,41.41414141414142,False
MRC,MINERAL COMMODITIES LTD,Materials,1981-08-14,39412989,204958,0.0,False
MIN,MINERAL RESOURCES LIMITED,Materials,2006-07-28,14727295951,5184428,4.503806942831345,False
MI6,MINERALS 260 LIMITED,Materials,2021-10-12,70370000,677892806,13.333333333333346,False
MRR,MINREX RESOURCES LIMITED,Materials,2011-11-11,24951953,37641208,4.761904761904749,False
M2R,MIRAMAR RESOURCES LIMITED,Materials,2020-10-22,3359235,618674309,0.0,False
MIR,MIRRABOOKA INVESTMENTS LIMITED,Not Applic,2001-06-28,542142831,201333,0.714285714285715,False
MGR,MIRVAC GROUP,Equity Real Estate Investment Trusts (REITs),1999-06-16,8246847854,200330,-0.47393364928908943,False
MSV,MITCHELL SERVICES LIMITED,Materials,2011-08-02,68361112,35844258,0.0,False
MTH,MITHRIL RESOURCES LIMITED,Materials,2002-11-18,6526180,206527,0.0,False
MMC,MITRE MINING CORPORATION LIMITED,Materials,2021-09-30,12471278,676610171,5.7692307692307745,False
MLG,MLG OZ LIMITED,Materials,2021-05-04,72834582,653224663,34.21052631578947,False
MRM,MMA OFFSHORE LIMITED,Energy,1999-06-21,401245721,643023406,4.1860465116279215,False
MIH,MNC MEDIA INVESTMENT LTD,Media & Entertainment,2013-09-13,SUSPENDED,67510869,0.0,False
MOM,MOAB MINERALS LIMITED,Materials,1987-01-15,5815708,750415216,-12.5,False
MOB,MOBILICOM LIMITED,Technology Hardware & Equipment,2017-05-02,9318958,404151104,-12.5,False
MGG,MOGUL GAMES GROUP LTD,Media & Entertainment,2011-10-19,4905643,37208298,-25.0,False
MOH,MOHO RESOURCES LIMITED,Materials,2018-11-07,3737920,490478357,18.749999999999996,False
MND,MONADELPHOUS GROUP LIMITED,Capital Goods,1991-03-28,1138019336,203069,3.275862068965524,False
MVF,MONASH IVF GROUP LIMITED,Health Care Equipment & Services,2014-06-26,401323885,76091705,2.4390243902439157,False
MME,MONEYME LIMITED,Financial Services,2019-12-12,SUSPENDED,566242155,0.0,False
MRZ,MONT ROYAL RESOURCES LIMITED,Materials,2019-05-07,8560334,522179776,-24.242424242424246,False
MR1,MONTEM RESOURCES LIMITED.,Materials,2020-09-15,SUSPENDED,612751335,0.0,False
1MC,MORELLA CORPORATION LIMITED,Materials,2001-01-08,42690063,145234,14.285714285714286,False
MEC,MORPHIC ETHICAL EQUITIES FUND LIMITED,Financial Services,2017-05-03,46503785,408056701,-7.368421052631573,False
MOZ,MOSAIC BRANDS LIMITED,Consumer Discretionary Distribution & Retail,2000-05-11,44264356,209701,13.043478260869565,False
MXO,MOTIO LTD,Media & Entertainment,2011-05-09,8365909,31367556,3.225806451612906,False
MTO,MOTORCYCLE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,2016-04-29,114199751,343529799,1.2738853503184724,False
MTB,MOUNT BURGESS MINING NL,Materials,1985-09-05,2649513,206328,0.0,False
MGX,MOUNT GIBSON IRON LIMITED,Materials,1976-02-12,607209667,200436,0.0,False
MRD,MOUNT RIDLEY MINES LIMITED,Materials,2004-09-15,23354649,55881,-12.5,False
MOV,MOVE LOGISTICS GROUP LIMITED,Transportation,2022-07-01,121040534,723294411,0.0,False
MPR,MPOWER GROUP LIMITED,Financial Services,1974-01-01,5874066,264877,0.0,False
MRQ,MRG METALS LIMITED,Materials,2011-06-08,5957756,35087318,20.0,False
M2M,MT MALCOLM MINES NL,Materials,2021-09-10,3988044,674510115,4.444444444444448,False
MTM,MT MONGER RESOURCES LIMITED,Materials,2021-07-15,7878275,661969814,8.695652173913052,False
MSI,MULTISTACK INTERNATIONAL LIMITED,Capital Goods,1993-02-11,1226735,205830,0.0,False
